"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"US1CABT0012","CHICO 1.8 SW, CA US","2019-01-21",,,"0.18",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-02",,,"1.77",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-03",,,"1.12",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-04",,,"0.93",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-05",,,"0.26","0.5",,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-06",,,"0.00","0.0",,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-09",,,"0.08",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-13",,,"2.12",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-14",,,"2.32",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-15",,,"0.03",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-17",,,"0.07",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-25",,,"0.24",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-26",,,"2.06",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-02-27",,,"3.19",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-02",,,"0.60",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-03",,,"0.32",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-04",,,"0.32",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-06",,,"0.82",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-07",,,"0.65",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-09",,,"0.07",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-20",,,"0.39",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-23",,,"0.44",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-24",,,"0.34",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-25",,,"0.02",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-26",,,"0.57",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-27",,,"0.51",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-28",,,"0.11",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-03-29",,,"0.06",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-03",,,"3.06",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-05",,,"0.04",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-06",,,"0.38",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-07",,,"0.02",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-09",,,"0.02",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-16",,,"0.11",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-04-21",,,"0.39",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-15",,,"0.02",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-16",,,"2.02",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-17",,,"0.04",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-19",,,"0.64",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-20",,,"0.06",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-22",,,"0.20",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-26",,,"1.02",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-27",,,"0.16",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-05-31",,,"0.22",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-09-16",,,"0.25",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-09-18",,,"0.05",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-09-19",,,"0.24",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-09-28",,,"0.01",,,,,,
"US1CABT0012","CHICO 1.8 SW, CA US","2019-09-30",,,"0.19",,,,,,
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-01",,,,,,"60","67","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-02",,,,,,"58","62","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-03",,,,,,"60","65","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-04",,,,,,"54","57","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-05",,,,,,"54","56","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-06",,,,,,"50","56","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-07",,,,,,"51","59","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-08",,,,,,"50","53","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-09",,,,,,"52","58","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-10",,,,,,"47","49","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-11",,,,,,"49","52","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-12",,,,,,"54","62","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-13",,,,,,"59","66","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-14",,,,,,"58","67","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-15",,,,,,"54","64","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-16",,,,,,"52","58","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-17",,,,,,"53","59","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-18",,,,,,"50","55","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-19",,,,,,"44","51","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-20",,,,,,"45","52","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-21",,,,,,"43","47","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-22",,,,,,"44","47","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-23",,,,,,"46","51","43",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-24",,,,,,"45","48","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-25",,,,,,"40","44","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-26",,,,,,"42","48","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-27",,,,,,"47","53","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-28",,,,,,"56","64","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-29",,,,,,"55","61","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-30",,,,,,"59","66","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-01-31",,,,,,"60","66","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-01",,,,,,"64","70","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-02",,,,,,"67","76","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-03",,,,,,"69","77","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-04",,,,,,"66","71","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-05",,,,,,"67","73","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-06",,,,,,"63","69","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-07",,,,,,"65","72","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-08",,,,,,"65","72","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-09",,,,,,"65","73","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-10",,,,,,"58","65","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-11",,,,,,"50","55","43",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-12",,,,,,"47","56","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-13",,,,,,"50","59","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-14",,,,,,"50","57","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-15",,,,,,"51","58","43",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-16",,,,,,"54","62","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-17",,,,,,"55","63","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-18",,,,,,"44","52","33",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-19",,,,,,"38","46","30",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-20",,,,,,"37","44","33",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-21",,,,,,"42","50","35",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-22",,,,,,"38","47","34",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-23",,,,,,"39","48","30",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-24",,,,,,"43","48","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-25",,,,,,"47","54","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-26",,,,,,"41","47","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-27",,,,,,"44","57","35",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-02-28",,,,,,"42","46","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-01",,,,,,"41","45","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-02",,,,,,"38","46","33",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-03",,,,,,"38","45","35",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-04",,,,,,"40","48","34",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-05",,,,,,"48","56","38",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-06",,,,,,"54","64","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-07",,,,,,"56","63","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-08",,,,,,"53","62","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-09",,,,,,"55","62","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-10",,,,,,"55","63","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-11",,,,,,"58","67","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-12",,,,,,"60","68","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-13",,,,,,"50","55","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-14",,,,,,"43","49","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-15",,,,,,"40","42","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-16",,,,,,"42","52","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-17",,,,,,"42","49","35",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-18",,,,,,"46","54","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-19",,,,,,"51","60","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-20",,,,,,"50","56","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-21",,,,,,"51","56","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-22",,,,,,"53","60","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-23",,,,,,"45","53","38",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-24",,,,,,"43","52","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-25",,,,,,"44","52","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-26",,,,,,"52","61","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-27",,,,,,"62","73","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-28",,,,,,"69","77","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-29",,,,,,"70","78","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-30",,,,,,"68","76","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-03-31",,,,,,"67","75","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-01",,,,,,"65","74","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-02",,,,,,"62","70","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-03",,,,,,"63","72","55",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-04",,,,,,"64","73","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-05",,,,,,"54","62","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-06",,,,,,"52","55","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-07",,,,,,"56","63","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-08",,,,,,"55","63","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-09",,,,,,"64","71","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-10",,,,,,"59","63","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-11",,,,,,"49","54","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-12",,,,,,"47","55","38",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-13",,,,,,"56","67","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-14",,,,,,"61","70","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-15",,,,,,"52","59","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-16",,,,,,"42","49","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-17",,,,,,"48","58","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-18",,,,,,"52","60","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-19",,,,,,"57","69","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-20",,,,,,"66","75","55",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-21",,,,,,"68","79","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-22",,,,,,"69","78","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-23",,,,,,"72","81","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-24",,,,,,"72","80","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-25",,,,,,"72","82","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-26",,,,,,"67","76","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-27",,,,,,"55","64","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-28",,,,,,"52","59","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-29",,,,,,"54","63","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-04-30",,,,,,"57","66","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-01",,,,,,"62","72","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-02",,,,,,"65","77","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-03",,,,,,"66","76","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-04",,,,,,"70","80","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-05",,,,,,"70","78","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-06",,,,,,"66","75","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-07",,,,,,"71","83","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-08",,,,,,"74","83","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-09",,,,,,"68","77","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-10",,,,,,"68","79","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-11",,,,,,"66","77","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-12",,,,,,"67","78","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-13",,,,,,"65","74","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-14",,,,,,"65","78","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-15",,,,,,"63","74","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-16",,,,,,"57","63","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-17",,,,,,"65","77","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-18",,,,,,"70","82","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-19",,,,,,"67","78","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-20",,,,,,"61","72","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-21",,,,,,"67","80","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-22",,,,,,"68","78","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-23",,,,,,"64","75","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-24",,,,,,"66","79","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-25",,,,,,"53","59","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-26",,,,,,"60","72","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-27",,,,,,"75","86","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-28",,,,,,"83","91","73",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-29",,,,,,"83","92","75",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-30",,,,,,"70","78","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-05-31",,,,,,"58","68","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-01",,,,,,"72","84","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-02",,,,,,"83","96","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-03",,,,,,"85","94","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-04",,,,,,"79","89","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-05",,,,,,"72","85","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-06",,,,,,"72","83","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-07",,,,,,"70","82","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-08",,,,,,"75","85","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-09",,,,,,"64","73","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-10",,,,,,"67","78","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-11",,,,,,"77","89","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-12",,,,,,"84","95","73",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-13",,,,,,"86","94","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-14",,,,,,"79","90","67",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-15",,,,,,"76","84","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-16",,,,,,"71","84","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-17",,,,,,"64","75","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-18",,,,,,"75","86","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-19",,,,,,"81","93","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-20",,,,,,"80","90","68",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2018-06-21",,,,,,"81","94","66",
